filename,start,end
,,
2_dax_inanimate_cut.mp4,0:00:00,00:00:24:423
,,
4_taz_inanimate_cut.mp4,0:00:00,00:00:25.563
5_wug_animate_cut.mp4,0:00:00,00:00:25.959
6_blick_inanimate_cut.mp4,0:00:00,00:00:26.353
,,
8_tov_inanimate_cut.mp4,0:00:00,00:00:26.277
